influencer_id,followers,engagement_rate,niche,campaign_category,campaign_goal,budget_range,match_score,engagement_result
INF097,37336,5.4,lifestyle,fitness,awareness,medium,0.37,6.05
INF108,47171,3.39,food,lifestyle,conversion,medium,0.31,4.18
INF065,48133,5.97,food,tech,conversion,high,0.47,7.07
INF032,86659,5.43,lifestyle,fitness,conversion,low,0.52,6.62
INF135,63512,5.63,lifestyle,tech,conversion,low,0.41,6.47
INF098,11305,2.32,tech,tech,conversion,high,0.77,3.69
INF073,48438,2.51,fitness,fitness,awareness,medium,0.75,3.92
INF124,65193,2.33,lifestyle,beauty,conversion,medium,0.57,3.42
INF143,72134,2.65,tech,tech,conversion,low,0.87,4.21
INF147,88620,4.69,tech,lifestyle,conversion,medium,0.54,5.9
INF010,26556,3.44,lifestyle,tech,conversion,high,0.4,4.18
INF122,16241,4.58,food,beauty,conversion,medium,0.23,5.0
INF130,61497,4.57,beauty,tech,conversion,high,0.3,5.09
INF138,46720,2.16,tech,food,awareness,high,0.27,2.77
INF119,97348,4.73,food,lifestyle,conversion,medium,0.36,5.35
INF050,77184,4.59,lifestyle,food,awareness,high,0.55,5.66
INF081,64891,2.76,lifestyle,tech,awareness,high,0.36,3.62
INF124,65193,2.33,lifestyle,food,conversion,high,0.32,3.12
INF118,85748,4.46,lifestyle,food,awareness,high,0.21,4.79
INF050,77184,4.59,lifestyle,lifestyle,awareness,medium,0.83,6.27
INF149,45735,5.84,food,lifestyle,awareness,medium,0.27,6.32
INF115,19671,2.74,beauty,beauty,conversion,medium,0.92,4.77
INF039,48355,2.88,beauty,lifestyle,conversion,high,0.34,3.42
INF061,50999,2.71,fitness,fitness,conversion,high,0.97,4.52
INF020,65854,4.61,lifestyle,food,conversion,high,0.46,5.5
INF069,21066,5.85,food,lifestyle,conversion,medium,0.46,6.61
INF022,56570,5.19,food,lifestyle,awareness,medium,0.22,5.57
INF098,11305,2.32,tech,lifestyle,conversion,medium,0.25,2.9
INF038,37573,3.76,fitness,beauty,awareness,medium,0.28,4.28
INF094,98951,2.53,food,tech,conversion,medium,0.37,3.37
INF077,94691,3.91,lifestyle,food,awareness,medium,0.29,4.34
INF030,64583,3.41,beauty,food,awareness,medium,0.56,4.41
INF139,49602,4.49,beauty,tech,conversion,low,0.35,5.19
INF071,62513,5.11,lifestyle,tech,awareness,high,0.39,5.84
INF018,34039,5.65,fitness,lifestyle,conversion,medium,0.46,6.52
INF068,38651,2.32,food,tech,conversion,medium,0.29,2.83
INF096,52489,6.0,fitness,tech,conversion,low,0.56,7.17
INF110,85930,3.05,food,fitness,awareness,medium,0.39,3.87
INF013,99547,5.3,food,tech,awareness,high,0.23,5.7
INF031,97098,4.86,food,fitness,conversion,low,0.22,5.16
INF108,47171,3.39,food,tech,conversion,medium,0.37,3.93
INF134,80101,3.87,lifestyle,fitness,conversion,high,0.23,4.2
INF099,40153,3.95,food,lifestyle,conversion,medium,0.55,5.19
INF127,50271,2.93,fitness,lifestyle,conversion,medium,0.43,3.76
INF005,63509,2.26,food,tech,conversion,low,0.49,3.27
INF002,70771,3.86,food,tech,conversion,low,0.22,4.2
INF137,22701,4.68,lifestyle,beauty,awareness,medium,0.33,5.47
INF096,52489,6.0,fitness,tech,conversion,medium,0.51,7.19
INF009,71973,5.84,beauty,food,awareness,low,0.49,6.9
INF036,41791,2.78,beauty,food,awareness,high,0.58,3.93
INF146,5343,4.89,food,beauty,conversion,medium,0.6,6.22
INF063,11953,4.17,lifestyle,beauty,awareness,medium,0.33,4.84
INF022,56570,5.19,food,food,awareness,low,0.76,6.75
INF104,51803,5.59,fitness,food,awareness,medium,0.28,6.1
INF122,16241,4.58,food,food,awareness,medium,0.74,6.12
INF128,93091,4.58,lifestyle,lifestyle,awareness,medium,0.73,6.1
INF146,5343,4.89,food,lifestyle,awareness,medium,0.38,5.69
INF064,96171,3.98,lifestyle,fitness,awareness,low,0.23,4.46
INF066,37616,3.33,lifestyle,food,awareness,low,0.57,4.44
INF124,65193,2.33,lifestyle,food,conversion,high,0.38,3.22
INF094,98951,2.53,food,food,conversion,high,0.92,4.57
INF088,71457,5.47,food,lifestyle,conversion,high,0.2,5.79
INF092,99255,5.58,beauty,lifestyle,awareness,medium,0.29,6.16
INF130,61497,4.57,beauty,fitness,conversion,high,0.28,5.27
INF081,64891,2.76,lifestyle,lifestyle,conversion,medium,0.98,4.64
INF057,57154,3.3,beauty,beauty,conversion,medium,0.77,4.83
INF137,22701,4.68,lifestyle,fitness,awareness,low,0.28,5.38
INF114,28737,4.3,lifestyle,tech,awareness,high,0.39,4.98
INF068,38651,2.32,food,lifestyle,conversion,medium,0.38,2.99
INF049,9866,3.96,lifestyle,fitness,conversion,high,0.22,4.36
INF026,60887,5.55,tech,fitness,awareness,low,0.46,6.47
INF113,63476,4.5,lifestyle,fitness,conversion,low,0.53,5.69
INF034,86076,2.49,tech,beauty,awareness,low,0.47,3.37
INF003,90676,3.93,beauty,lifestyle,awareness,medium,0.36,4.57
INF037,8769,4.23,food,beauty,conversion,medium,0.55,5.44
INF109,62417,2.61,beauty,beauty,conversion,medium,0.86,4.51
INF147,88620,4.69,tech,beauty,conversion,medium,0.32,5.28
INF118,85748,4.46,lifestyle,fitness,awareness,low,0.34,5.34
INF061,50999,2.71,fitness,tech,conversion,medium,0.3,3.37
INF144,5848,5.77,beauty,tech,conversion,medium,0.4,6.64
INF083,75944,3.73,food,fitness,conversion,low,0.23,4.35
INF131,33067,4.72,beauty,lifestyle,conversion,high,0.43,5.59
INF030,64583,3.41,beauty,tech,conversion,medium,0.31,4.17
INF149,45735,5.84,food,tech,conversion,high,0.34,6.57
INF048,60638,3.92,beauty,tech,conversion,low,0.47,4.67
INF104,51803,5.59,fitness,fitness,conversion,low,0.99,7.47
INF087,95113,2.42,food,tech,conversion,low,0.54,3.46
INF074,30473,3.38,fitness,tech,conversion,medium,0.53,4.47
INF079,26478,4.03,lifestyle,lifestyle,conversion,high,0.77,5.69
INF062,73077,3.04,lifestyle,tech,conversion,low,0.55,4.21
INF030,64583,3.41,beauty,tech,awareness,high,0.41,4.13
INF062,73077,3.04,lifestyle,food,awareness,medium,0.35,3.89
INF106,5497,4.56,fitness,lifestyle,awareness,medium,0.21,4.81
INF123,12102,2.9,fitness,lifestyle,awareness,medium,0.49,3.91
INF075,37069,3.45,tech,tech,conversion,medium,0.9,5.22
INF019,59858,4.3,food,lifestyle,conversion,medium,0.6,5.36
INF099,40153,3.95,food,lifestyle,conversion,medium,0.59,5.01
INF118,85748,4.46,lifestyle,lifestyle,conversion,medium,0.94,6.38
INF050,77184,4.59,lifestyle,tech,conversion,medium,0.39,5.22
INF102,11247,2.17,beauty,lifestyle,conversion,medium,0.41,3.14
INF028,66060,3.39,fitness,lifestyle,awareness,medium,0.58,4.64
INF006,84224,4.3,fitness,tech,conversion,low,0.29,4.69
INF062,73077,3.04,lifestyle,lifestyle,conversion,medium,0.76,4.44
INF075,37069,3.45,tech,lifestyle,conversion,medium,0.52,4.54
INF019,59858,4.3,food,tech,conversion,low,0.46,5.23
INF029,58084,5.46,tech,tech,conversion,high,0.89,7.42
INF062,73077,3.04,lifestyle,lifestyle,conversion,high,0.79,4.43
INF097,37336,5.4,lifestyle,food,awareness,medium,0.33,6.22
INF068,38651,2.32,food,tech,conversion,high,0.25,2.96
INF003,90676,3.93,beauty,lifestyle,conversion,medium,0.52,5.06
INF145,9870,5.34,tech,lifestyle,conversion,medium,0.43,6.28
INF087,95113,2.42,food,fitness,awareness,low,0.23,2.93
INF117,61665,4.89,lifestyle,lifestyle,conversion,high,0.92,6.76
INF104,51803,5.59,fitness,lifestyle,conversion,medium,0.44,6.42
INF123,12102,2.9,fitness,lifestyle,conversion,medium,0.35,3.47
INF146,5343,4.89,food,tech,conversion,medium,0.25,5.28
INF090,28867,3.43,fitness,beauty,conversion,medium,0.49,4.24
INF081,64891,2.76,lifestyle,beauty,conversion,medium,0.25,3.35
INF077,94691,3.91,lifestyle,fitness,conversion,low,0.4,4.82
INF085,93375,5.31,food,lifestyle,conversion,medium,0.51,6.4
INF047,78279,5.3,fitness,tech,conversion,medium,0.27,5.97
INF131,33067,4.72,beauty,fitness,conversion,high,0.22,5.33
INF016,10891,5.69,tech,tech,conversion,medium,0.71,7.21
INF044,12084,3.57,lifestyle,tech,conversion,high,0.49,4.48
INF132,6076,5.93,fitness,tech,conversion,high,0.48,6.97
INF014,98901,4.03,food,beauty,awareness,low,0.55,4.94
INF007,7591,5.87,tech,fitness,awareness,low,0.52,7.0
INF081,64891,2.76,lifestyle,beauty,awareness,low,0.48,3.91
INF065,48133,5.97,food,fitness,conversion,high,0.27,6.53
INF128,93091,4.58,lifestyle,beauty,conversion,medium,0.26,5.19
INF089,40355,5.61,food,tech,conversion,high,0.57,6.59
INF130,61497,4.57,beauty,lifestyle,awareness,medium,0.48,5.5
INF030,64583,3.41,beauty,food,awareness,medium,0.43,4.22
INF047,78279,5.3,fitness,beauty,awareness,medium,0.27,5.92
INF077,94691,3.91,lifestyle,fitness,conversion,low,0.28,4.29
INF061,50999,2.71,fitness,tech,conversion,low,0.58,3.75
INF110,85930,3.05,food,tech,conversion,medium,0.22,3.53
INF018,34039,5.65,fitness,tech,conversion,medium,0.45,6.51
INF010,26556,3.44,lifestyle,tech,conversion,high,0.51,4.32
INF004,9028,2.36,lifestyle,beauty,conversion,medium,0.52,3.6
INF148,67609,4.85,food,fitness,awareness,medium,0.3,5.27
INF059,40277,2.36,tech,beauty,awareness,medium,0.3,2.81
INF064,96171,3.98,lifestyle,beauty,conversion,medium,0.29,4.7
INF100,71910,2.37,beauty,beauty,conversion,medium,0.73,3.94
INF148,67609,4.85,food,lifestyle,conversion,medium,0.47,5.72
INF006,84224,4.3,fitness,tech,conversion,low,0.55,5.57
INF100,71910,2.37,beauty,food,awareness,medium,0.39,3.35
INF114,28737,4.3,lifestyle,lifestyle,awareness,medium,0.78,6.0
INF064,96171,3.98,lifestyle,beauty,conversion,medium,0.28,4.4
INF078,22635,2.38,food,fitness,awareness,medium,0.25,3.08
INF044,12084,3.57,lifestyle,food,awareness,high,0.33,4.05
INF050,77184,4.59,lifestyle,food,awareness,medium,0.46,5.45
INF122,16241,4.58,food,tech,conversion,medium,0.3,5.14
INF055,10037,3.24,beauty,food,conversion,high,0.25,3.84
INF022,56570,5.19,food,lifestyle,conversion,medium,0.6,6.33
INF016,10891,5.69,tech,beauty,conversion,medium,0.33,6.49
INF014,98901,4.03,food,beauty,conversion,medium,0.49,4.96
INF089,40355,5.61,food,lifestyle,conversion,medium,0.39,6.5
INF078,22635,2.38,food,lifestyle,awareness,medium,0.48,3.42
INF048,60638,3.92,beauty,lifestyle,awareness,medium,0.26,4.26
INF037,8769,4.23,food,tech,awareness,high,0.37,4.78
INF107,50639,3.19,fitness,tech,conversion,high,0.43,3.95
INF027,77217,3.11,tech,beauty,awareness,low,0.57,4.45
INF067,58707,2.01,food,beauty,awareness,low,0.43,2.82
